GENE_ID,HIGH,LOW,MODERATE,MODIFIER,MODERATE_ratio_control,HIGH_ratio_control,LOW_ratio_control,MODIFIER_ratio_control
ENSG00000178568,0,7,0,0,0.0,0.0,1.0,0.0
ENSG00000178591,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000178597,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000178642,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000178662,0,4,0,1,0.0,0.0,0.8,0.2
ENSG00000178691,2,0,0,1,0.0,0.67,0.0,0.33
ENSG00000178695,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000178718,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000178752,0,0,1,4,0.2,0.0,0.0,0.8
ENSG00000178761,0,13,4,22,0.1,0.0,0.33,0.56
ENSG00000178776,0,2,0,1,0.0,0.0,0.67,0.33
ENSG00000178804,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000178980,0,0,0,15,0.0,0.0,0.0,1.0
ENSG00000178982,0,0,0,12,0.0,0.0,0.0,1.0
ENSG00000178997,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000179023,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000179041,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000179051,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000179055,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000179134,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000179141,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000179222,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000179240,0,1,1,2,0.25,0.0,0.25,0.5
ENSG00000179271,0,1,1,0,0.5,0.0,0.5,0.0
ENSG00000179284,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000179294,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000179299,2,2,0,5,0.0,0.22,0.22,0.56
ENSG00000179314,0,0,5,1,0.83,0.0,0.0,0.17
ENSG00000179362,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000179456,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000179528,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000179542,0,0,3,0,1.0,0.0,0.0,0.0
ENSG00000179562,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000179564,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000179604,0,2,0,4,0.0,0.0,0.33,0.67
ENSG00000179636,0,0,7,5,0.58,0.0,0.0,0.42
ENSG00000179639,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000179750,0,2,1,1,0.25,0.0,0.5,0.25
ENSG00000179813,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000179837,0,1,1,0,0.5,0.0,0.5,0.0
ENSG00000179913,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000179919,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000179930,1,0,1,0,0.5,0.5,0.0,0.0
ENSG00000179933,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000179941,1,0,0,0,0.0,1.0,0.0,0.0
ENSG00000179943,0,0,1,4,0.2,0.0,0.0,0.8
ENSG00000180008,3,0,6,0,0.67,0.33,0.0,0.0
ENSG00000180011,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000180071,0,0,3,0,1.0,0.0,0.0,0.0
ENSG00000180083,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000180138,1,0,0,0,0.0,1.0,0.0,0.0
ENSG00000180139,2,0,0,2,0.0,0.5,0.0,0.5
ENSG00000180176,0,9,6,7,0.27,0.0,0.41,0.32
ENSG00000180190,0,0,3,0,1.0,0.0,0.0,0.0
ENSG00000180198,0,10,0,2,0.0,0.0,0.83,0.17
ENSG00000180205,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000180209,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000180245,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000180344,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000180354,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000180357,0,1,0,2,0.0,0.0,0.33,0.67
ENSG00000180398,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000180432,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000180433,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000180479,0,4,0,2,0.0,0.0,0.67,0.33
ENSG00000180581,2,0,0,0,0.0,1.0,0.0,0.0
ENSG00000180628,5,0,0,0,0.0,1.0,0.0,0.0
ENSG00000180694,0,0,2,3,0.4,0.0,0.0,0.6
ENSG00000180730,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000180764,3,0,0,0,0.0,1.0,0.0,0.0
ENSG00000180767,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000180772,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000180787,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000180817,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000180878,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000180914,0,0,1,3,0.25,0.0,0.0,0.75
ENSG00000180917,0,0,2,6,0.25,0.0,0.0,0.75
ENSG00000180957,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000180974,0,1,1,0,0.5,0.0,0.5,0.0
ENSG00000181001,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000181029,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000181097,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000181123,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000181171,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000181191,0,0,4,3,0.57,0.0,0.0,0.43
ENSG00000181274,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000181355,0,0,12,10,0.55,0.0,0.0,0.45
ENSG00000181609,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000181619,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000181625,3,0,0,7,0.0,0.3,0.0,0.7
ENSG00000181704,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000181722,0,0,7,2,0.78,0.0,0.0,0.22
ENSG00000181767,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000181773,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000181785,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000181804,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000181847,0,5,0,1,0.0,0.0,0.83,0.17
ENSG00000181894,0,0,4,1,0.8,0.0,0.0,0.2
ENSG00000181982,0,2,0,9,0.0,0.0,0.18,0.82
ENSG00000182022,1,3,0,4,0.0,0.12,0.38,0.5
ENSG00000182048,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000182053,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000182093,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000182118,1,0,0,0,0.0,1.0,0.0,0.0
ENSG00000182132,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000182141,0,0,2,6,0.25,0.0,0.0,0.75
ENSG00000182154,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000182156,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000182170,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000182177,0,0,3,4,0.43,0.0,0.0,0.57
ENSG00000182179,0,0,1,20,0.05,0.0,0.0,0.95
ENSG00000182180,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000182185,0,0,6,37,0.14,0.0,0.0,0.86
ENSG00000182197,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000182199,0,0,0,25,0.0,0.0,0.0,1.0
ENSG00000182217,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000182223,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000182256,0,2,2,5,0.22,0.0,0.22,0.56
ENSG00000182271,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000182308,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000182333,6,0,0,0,0.0,1.0,0.0,0.0
ENSG00000182473,0,8,0,20,0.0,0.0,0.29,0.71
ENSG00000182500,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000182533,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000182544,0,0,2,3,0.4,0.0,0.0,0.6
ENSG00000182557,0,1,4,11,0.25,0.0,0.06,0.69
ENSG00000182568,0,8,0,7,0.0,0.0,0.53,0.47
ENSG00000182580,0,1,0,2,0.0,0.0,0.33,0.67
ENSG00000182600,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000182601,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000182628,0,0,3,7,0.3,0.0,0.0,0.7
ENSG00000182631,0,1,1,0,0.5,0.0,0.5,0.0
ENSG00000182667,0,7,0,10,0.0,0.0,0.41,0.59
ENSG00000182742,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000182810,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000182827,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000182851,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000182902,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000182912,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000182916,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000182950,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000182985,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000182986,0,8,2,10,0.1,0.0,0.4,0.5
ENSG00000183019,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000183023,0,0,11,3,0.79,0.0,0.0,0.21
ENSG00000183049,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000183077,0,0,0,12,0.0,0.0,0.0,1.0
ENSG00000183130,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000183137,0,0,14,9,0.61,0.0,0.0,0.39
ENSG00000183145,0,1,0,2,0.0,0.0,0.33,0.67
ENSG00000183150,0,2,0,1,0.0,0.0,0.67,0.33
ENSG00000183186,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000183196,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000183208,3,0,0,2,0.0,0.6,0.0,0.4
ENSG00000183230,0,3,0,0,0.0,0.0,1.0,0.0
ENSG00000183255,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000183269,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000183283,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000183309,0,0,3,0,1.0,0.0,0.0,0.0
ENSG00000183336,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000183386,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000183396,0,1,1,1,0.33,0.0,0.33,0.33
ENSG00000183423,0,0,2,1,0.67,0.0,0.0,0.33
ENSG00000183476,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000183513,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000183559,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000183579,0,4,8,4,0.5,0.0,0.25,0.25
ENSG00000183597,0,0,0,23,0.0,0.0,0.0,1.0
ENSG00000183624,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000183625,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000183632,2,0,0,7,0.0,0.22,0.0,0.78
ENSG00000183643,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000183644,0,0,3,5,0.38,0.0,0.0,0.62
ENSG00000183647,0,0,3,2,0.6,0.0,0.0,0.4
ENSG00000183648,0,0,4,2,0.67,0.0,0.0,0.33
ENSG00000183665,0,0,1,2,0.33,0.0,0.0,0.67
ENSG00000183675,0,0,0,21,0.0,0.0,0.0,1.0
ENSG00000183715,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000183734,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000183741,0,0,2,1,0.67,0.0,0.0,0.33
ENSG00000183760,0,0,4,4,0.5,0.0,0.0,0.5
ENSG00000183808,0,2,0,5,0.0,0.0,0.29,0.71
ENSG00000183814,0,5,0,0,0.0,0.0,1.0,0.0
ENSG00000183837,0,0,4,0,1.0,0.0,0.0,0.0
ENSG00000183888,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000183941,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000183955,0,3,1,9,0.08,0.0,0.23,0.69
ENSG00000184005,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000184014,3,0,5,8,0.31,0.19,0.0,0.5
ENSG00000184076,1,0,0,1,0.0,0.5,0.0,0.5
ENSG00000184111,1,0,0,0,0.0,1.0,0.0,0.0
ENSG00000184113,0,0,6,0,1.0,0.0,0.0,0.0
ENSG00000184160,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000184166,0,1,1,0,0.5,0.0,0.5,0.0
ENSG00000184194,0,1,1,2,0.25,0.0,0.25,0.5
ENSG00000184205,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000184209,0,0,3,2,0.6,0.0,0.0,0.4
ENSG00000184216,0,0,0,14,0.0,0.0,0.0,1.0
ENSG00000184221,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000184226,0,0,5,0,1.0,0.0,0.0,0.0
ENSG00000184232,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000184254,1,0,0,5,0.0,0.17,0.0,0.83
ENSG00000184293,0,0,2,1,0.67,0.0,0.0,0.33
ENSG00000184304,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000184305,0,4,2,3,0.22,0.0,0.44,0.33
ENSG00000184319,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000184371,0,0,2,7,0.22,0.0,0.0,0.78
ENSG00000184374,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000184394,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000184414,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000184445,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000184454,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000184470,0,14,7,27,0.15,0.0,0.29,0.56
ENSG00000184481,0,2,0,2,0.0,0.0,0.5,0.5
ENSG00000184517,0,0,3,4,0.43,0.0,0.0,0.57
ENSG00000184545,0,2,0,1,0.0,0.0,0.67,0.33
ENSG00000184574,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000184584,0,0,2,13,0.13,0.0,0.0,0.87
ENSG00000184602,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000184608,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000184611,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000184635,0,1,2,9,0.17,0.0,0.08,0.75
ENSG00000184677,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000184719,5,0,3,2,0.3,0.5,0.0,0.2
ENSG00000184731,0,0,1,5,0.17,0.0,0.0,0.83
ENSG00000184761,1,0,0,0,0.0,1.0,0.0,0.0
ENSG00000184792,0,0,0,21,0.0,0.0,0.0,1.0
ENSG00000184828,0,0,0,23,0.0,0.0,0.0,1.0
ENSG00000184857,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000184897,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000185019,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000185028,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000185053,0,1,0,3,0.0,0.0,0.25,0.75
ENSG00000185056,1,0,0,1,0.0,0.5,0.0,0.5
ENSG00000185065,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000185070,0,0,2,1,0.67,0.0,0.0,0.33
ENSG00000185088,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000185090,0,0,2,3,0.4,0.0,0.0,0.6
ENSG00000185149,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000185162,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000185198,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000185219,0,0,2,2,0.5,0.0,0.0,0.5
ENSG00000185231,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000185236,0,3,2,5,0.2,0.0,0.3,0.5
ENSG00000185252,0,0,3,6,0.33,0.0,0.0,0.67
ENSG00000185264,0,4,0,0,0.0,0.0,1.0,0.0
ENSG00000185313,0,1,2,2,0.4,0.0,0.2,0.4
ENSG00000185361,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000185418,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000185437,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000185523,0,0,1,2,0.33,0.0,0.0,0.67
ENSG00000185554,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000185630,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000185634,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000185736,0,0,2,6,0.25,0.0,0.0,0.75
ENSG00000185792,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000185811,0,0,5,6,0.45,0.0,0.0,0.55
ENSG00000185838,0,4,0,8,0.0,0.0,0.33,0.67
ENSG00000185862,0,0,3,0,1.0,0.0,0.0,0.0
ENSG00000185945,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000185947,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000185973,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000185974,0,0,1,2,0.33,0.0,0.0,0.67
ENSG00000186049,0,4,0,2,0.0,0.0,0.67,0.33
ENSG00000186063,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000186103,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000186174,0,0,1,4,0.2,0.0,0.0,0.8
ENSG00000186191,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000186207,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000186272,0,0,2,5,0.29,0.0,0.0,0.71
ENSG00000186300,0,0,2,1,0.67,0.0,0.0,0.33
ENSG00000186318,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000186335,0,0,4,1,0.8,0.0,0.0,0.2
ENSG00000186376,0,2,0,2,0.0,0.0,0.5,0.5
ENSG00000186442,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000186509,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000186522,0,0,7,7,0.5,0.0,0.0,0.5
ENSG00000186635,0,6,10,11,0.37,0.0,0.22,0.41
ENSG00000186652,0,1,3,0,0.75,0.0,0.25,0.0
ENSG00000186723,0,0,3,0,1.0,0.0,0.0,0.0
ENSG00000186806,0,1,1,2,0.25,0.0,0.25,0.5
ENSG00000186812,0,0,2,3,0.4,0.0,0.0,0.6
ENSG00000186814,0,0,2,1,0.67,0.0,0.0,0.33
ENSG00000186832,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000186834,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000186867,0,0,3,1,0.75,0.0,0.0,0.25
ENSG00000186886,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000186943,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000187013,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000187066,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000187098,0,20,12,5,0.32,0.0,0.54,0.14
ENSG00000187109,0,0,12,10,0.55,0.0,0.0,0.45
ENSG00000187145,2,0,0,0,0.0,1.0,0.0,0.0
ENSG00000187156,3,0,0,0,0.0,1.0,0.0,0.0
ENSG00000187164,0,0,4,1,0.8,0.0,0.0,0.2
ENSG00000187166,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000187242,0,1,1,1,0.33,0.0,0.33,0.33
ENSG00000187258,0,9,0,0,0.0,0.0,1.0,0.0
ENSG00000187288,0,4,2,0,0.33,0.0,0.67,0.0
ENSG00000187553,2,1,0,0,0.0,0.67,0.33,0.0
ENSG00000187626,0,1,0,2,0.0,0.0,0.33,0.67
ENSG00000187715,0,4,0,2,0.0,0.0,0.67,0.33
ENSG00000187754,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000187758,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000187783,0,1,0,2,0.0,0.0,0.33,0.67
ENSG00000187801,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000187821,0,3,1,4,0.12,0.0,0.38,0.5
ENSG00000187912,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000187953,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000187957,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000187980,0,0,2,1,0.67,0.0,0.0,0.33
ENSG00000187984,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000187997,0,2,0,7,0.0,0.0,0.22,0.78
ENSG00000188026,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000188032,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000188033,0,0,2,3,0.4,0.0,0.0,0.6
ENSG00000188037,0,1,0,3,0.0,0.0,0.25,0.75
ENSG00000188038,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000188050,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000188070,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000188092,2,0,0,2,0.0,0.5,0.0,0.5
ENSG00000188133,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000188175,0,0,4,1,0.8,0.0,0.0,0.2
ENSG00000188177,0,2,0,1,0.0,0.0,0.67,0.33
ENSG00000188206,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000188263,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000188283,0,4,0,2,0.0,0.0,0.67,0.33
ENSG00000188293,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000188295,0,0,3,3,0.5,0.0,0.0,0.5
ENSG00000188305,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000188306,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000188313,0,0,0,17,0.0,0.0,0.0,1.0
ENSG00000188316,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000188343,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000188375,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000188386,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000188393,2,0,0,0,0.0,1.0,0.0,0.0
ENSG00000188394,0,1,1,0,0.5,0.0,0.5,0.0
ENSG00000188483,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000188487,0,0,6,0,1.0,0.0,0.0,0.0
ENSG00000188501,0,0,2,1,0.67,0.0,0.0,0.33
ENSG00000188508,0,0,2,1,0.67,0.0,0.0,0.33
ENSG00000188522,0,6,8,6,0.4,0.0,0.3,0.3
ENSG00000188542,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000188549,0,0,2,5,0.29,0.0,0.0,0.71
ENSG00000188582,0,2,0,1,0.0,0.0,0.67,0.33
ENSG00000188629,0,0,1,13,0.07,0.0,0.0,0.93
ENSG00000188641,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000188655,0,0,10,0,1.0,0.0,0.0,0.0
ENSG00000188687,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000188706,0,0,2,2,0.5,0.0,0.0,0.5
ENSG00000188716,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000188729,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000188739,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000188778,1,0,1,2,0.25,0.25,0.0,0.5
ENSG00000188786,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000188833,1,3,4,12,0.2,0.05,0.15,0.6
ENSG00000188888,0,1,1,4,0.17,0.0,0.17,0.67
ENSG00000188895,0,0,0,21,0.0,0.0,0.0,1.0
ENSG00000188906,0,2,0,1,0.0,0.0,0.67,0.33
ENSG00000188910,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000188917,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000188921,0,0,2,1,0.67,0.0,0.0,0.33
ENSG00000188937,0,2,0,1,0.0,0.0,0.67,0.33
ENSG00000188938,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000188981,0,4,0,0,0.0,0.0,1.0,0.0
ENSG00000189001,0,2,0,7,0.0,0.0,0.22,0.78
ENSG00000189030,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000189064,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000189091,0,3,1,6,0.1,0.0,0.3,0.6
ENSG00000189114,2,0,0,2,0.0,0.5,0.0,0.5
ENSG00000189134,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000189143,0,3,0,5,0.0,0.0,0.38,0.62
ENSG00000189159,0,0,10,10,0.5,0.0,0.0,0.5
ENSG00000189167,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000189169,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000189182,0,1,1,6,0.12,0.0,0.12,0.75
ENSG00000189186,0,2,1,6,0.11,0.0,0.22,0.67
ENSG00000189195,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000189223,0,0,0,33,0.0,0.0,0.0,1.0
ENSG00000189227,0,0,1,3,0.25,0.0,0.0,0.75
ENSG00000189241,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000189316,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000189326,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000189348,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000189420,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000196083,0,0,2,5,0.29,0.0,0.0,0.71
ENSG00000196118,0,0,3,9,0.25,0.0,0.0,0.75
ENSG00000196139,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000196152,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000196177,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000196199,0,4,0,3,0.0,0.0,0.57,0.43
ENSG00000196242,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000196266,0,1,1,0,0.5,0.0,0.5,0.0
ENSG00000196277,0,8,0,3,0.0,0.0,0.73,0.27
ENSG00000196289,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000196341,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000196409,0,0,2,2,0.5,0.0,0.0,0.5
ENSG00000196411,0,0,2,15,0.12,0.0,0.0,0.88
ENSG00000196420,0,3,0,0,0.0,0.0,1.0,0.0
ENSG00000196428,0,3,0,8,0.0,0.0,0.27,0.73
ENSG00000196437,0,3,0,2,0.0,0.0,0.6,0.4
ENSG00000196449,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000196505,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000196533,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000196544,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000196547,0,5,8,30,0.19,0.0,0.12,0.7
ENSG00000196566,1,0,0,0,0.0,1.0,0.0,0.0
ENSG00000196578,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000196584,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000196600,0,4,7,4,0.47,0.0,0.27,0.27
ENSG00000196632,0,0,6,0,1.0,0.0,0.0,0.0
ENSG00000196639,0,0,3,1,0.75,0.0,0.0,0.25
ENSG00000196646,0,0,2,10,0.17,0.0,0.0,0.83
ENSG00000196683,0,0,2,4,0.33,0.0,0.0,0.67
ENSG00000196693,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000196705,0,0,1,6,0.14,0.0,0.0,0.86
ENSG00000196743,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000196787,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000196800,0,0,2,2,0.5,0.0,0.0,0.5
ENSG00000196814,0,0,0,3,0.0,0.0,0.0,1.0
