GENE_ID,HIGH,LOW,MODERATE,MODIFIER,HIGH_ratio,LOW_ratio,MODERATE_ratio,MODIFIER_ratio
ENSG00000012211,0,0,6,2,0.0,0.0,0.75,0.25
ENSG00000012232,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000012504,0,6,0,0,0.0,1.0,0.0,0.0
ENSG00000013016,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000013275,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000013293,1,0,1,0,0.5,0.0,0.5,0.0
ENSG00000013297,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000013364,0,2,2,20,0.0,0.08,0.08,0.83
ENSG00000013375,0,0,11,2,0.0,0.0,0.85,0.15
ENSG00000013583,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000013588,0,2,0,3,0.0,0.4,0.0,0.6
ENSG00000014123,1,0,0,2,0.33,0.0,0.0,0.67
ENSG00000014138,0,0,2,12,0.0,0.0,0.14,0.86
ENSG00000014824,0,0,2,1,0.0,0.0,0.67,0.33
ENSG00000014914,4,0,3,40,0.09,0.0,0.06,0.85
ENSG00000014919,2,0,0,0,1.0,0.0,0.0,0.0
ENSG00000016391,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000016402,0,3,0,1,0.0,0.75,0.0,0.25
ENSG00000017427,0,0,1,6,0.0,0.0,0.14,0.86
ENSG00000018236,0,0,9,0,0.0,0.0,1.0,0.0
ENSG00000019186,0,0,3,6,0.0,0.0,0.33,0.67
ENSG00000019991,0,0,2,0,0.0,0.0,1.0,0.0
ENSG00000020577,0,0,0,19,0.0,0.0,0.0,1.0
ENSG00000020633,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000021488,0,0,3,9,0.0,0.0,0.25,0.75
ENSG00000021776,0,0,2,1,0.0,0.0,0.67,0.33
ENSG00000022976,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000023228,0,0,7,7,0.0,0.0,0.5,0.5
ENSG00000023445,0,0,2,1,0.0,0.0,0.67,0.33
ENSG00000023697,0,6,0,3,0.0,0.67,0.0,0.33
ENSG00000023892,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000025423,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000026950,0,0,4,6,0.0,0.0,0.4,0.6
ENSG00000030582,0,2,0,19,0.0,0.1,0.0,0.9
ENSG00000031003,0,0,6,5,0.0,0.0,0.55,0.45
ENSG00000031698,0,2,0,3,0.0,0.4,0.0,0.6
ENSG00000032219,0,0,5,0,0.0,0.0,1.0,0.0
ENSG00000032742,0,7,0,8,0.0,0.47,0.0,0.53
ENSG00000033327,0,2,0,0,0.0,1.0,0.0,0.0
ENSG00000034533,0,0,3,5,0.0,0.0,0.38,0.62
ENSG00000035687,0,1,0,3,0.0,0.25,0.0,0.75
ENSG00000035862,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000036549,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000036828,0,3,0,1,0.0,0.75,0.0,0.25
ENSG00000037241,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000037637,0,3,0,0,0.0,1.0,0.0,0.0
ENSG00000038274,0,5,3,7,0.0,0.33,0.2,0.47
ENSG00000038945,0,0,0,22,0.0,0.0,0.0,1.0
ENSG00000039523,0,18,0,48,0.0,0.27,0.0,0.73
ENSG00000040608,0,0,3,3,0.0,0.0,0.5,0.5
ENSG00000041982,0,0,7,7,0.0,0.0,0.5,0.5
ENSG00000042088,0,8,0,29,0.0,0.22,0.0,0.78
ENSG00000042286,0,0,2,2,0.0,0.0,0.5,0.5
ENSG00000043039,0,1,0,2,0.0,0.33,0.0,0.67
ENSG00000043093,0,3,7,7,0.0,0.18,0.41,0.41
ENSG00000043462,0,1,0,8,0.0,0.11,0.0,0.89
ENSG00000044115,0,0,5,7,0.0,0.0,0.42,0.58
ENSG00000044446,0,2,0,2,0.0,0.5,0.0,0.5
ENSG00000047188,0,2,1,3,0.0,0.33,0.17,0.5
ENSG00000049130,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000049192,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000049239,0,4,0,1,0.0,0.8,0.0,0.2
ENSG00000049283,0,0,0,15,0.0,0.0,0.0,1.0
ENSG00000049319,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000049540,0,16,14,6,0.0,0.44,0.39,0.17
ENSG00000049541,0,0,0,20,0.0,0.0,0.0,1.0
ENSG00000050030,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000050130,0,0,0,26,0.0,0.0,0.0,1.0
ENSG00000050165,0,0,0,15,0.0,0.0,0.0,1.0
ENSG00000050327,0,0,2,2,0.0,0.0,0.5,0.5
ENSG00000050344,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000050393,0,1,3,2,0.0,0.17,0.5,0.33
ENSG00000050438,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000050730,0,0,8,4,0.0,0.0,0.67,0.33
ENSG00000050820,0,0,10,4,0.0,0.0,0.71,0.29
ENSG00000051108,0,0,0,19,0.0,0.0,0.0,1.0
ENSG00000051180,0,5,0,4,0.0,0.56,0.0,0.44
ENSG00000051620,0,0,1,3,0.0,0.0,0.25,0.75
ENSG00000052749,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000052841,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000054282,0,3,4,9,0.0,0.19,0.25,0.56
ENSG00000055147,0,0,7,7,0.0,0.0,0.5,0.5
ENSG00000055332,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000055917,0,6,0,0,0.0,1.0,0.0,0.0
ENSG00000055955,0,6,0,15,0.0,0.29,0.0,0.71
ENSG00000056736,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000057593,0,3,0,3,0.0,0.5,0.0,0.5
ENSG00000057935,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000058272,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000058600,0,0,4,5,0.0,0.0,0.44,0.56
ENSG00000059378,0,2,1,11,0.0,0.14,0.07,0.79
ENSG00000059588,0,1,0,0,0.0,1.0,0.0,0.0
ENSG00000059728,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000059804,0,2,0,10,0.0,0.17,0.0,0.83
ENSG00000060749,0,1,0,4,0.0,0.2,0.0,0.8
ENSG00000060982,0,5,0,9,0.0,0.36,0.0,0.64
ENSG00000061492,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000061656,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000062038,0,0,3,11,0.0,0.0,0.21,0.79
ENSG00000062485,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000062524,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000062650,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000063241,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000063245,0,0,7,11,0.0,0.0,0.39,0.61
ENSG00000063587,0,3,0,2,0.0,0.6,0.0,0.4
ENSG00000064199,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000064300,0,0,4,2,0.0,0.0,0.67,0.33
ENSG00000064309,0,0,3,2,0.0,0.0,0.6,0.4
ENSG00000064547,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000064601,0,5,0,47,0.0,0.1,0.0,0.9
ENSG00000064787,0,0,6,0,0.0,0.0,1.0,0.0
ENSG00000064886,0,12,0,4,0.0,0.75,0.0,0.25
ENSG00000064999,0,1,1,5,0.0,0.14,0.14,0.71
ENSG00000065029,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000065060,0,2,0,0,0.0,1.0,0.0,0.0
ENSG00000065320,0,3,0,0,0.0,1.0,0.0,0.0
ENSG00000065491,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000065600,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000065613,2,0,0,0,1.0,0.0,0.0,0.0
ENSG00000065615,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000065621,0,5,0,2,0.0,0.71,0.0,0.29
ENSG00000065809,0,19,0,5,0.0,0.79,0.0,0.21
ENSG00000065989,0,6,0,2,0.0,0.75,0.0,0.25
ENSG00000066422,0,0,2,1,0.0,0.0,0.67,0.33
ENSG00000066654,0,0,4,2,0.0,0.0,0.67,0.33
ENSG00000066926,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000067066,0,9,0,5,0.0,0.64,0.0,0.36
ENSG00000067082,0,3,0,4,0.0,0.43,0.0,0.57
ENSG00000067113,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000067369,0,0,0,26,0.0,0.0,0.0,1.0
ENSG00000067715,0,4,0,0,0.0,1.0,0.0,0.0
ENSG00000068305,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000068400,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000068615,0,0,1,4,0.0,0.0,0.2,0.8
ENSG00000068650,0,0,6,11,0.0,0.0,0.35,0.65
ENSG00000069667,0,1,0,17,0.0,0.06,0.0,0.94
ENSG00000069943,0,5,0,9,0.0,0.36,0.0,0.64
ENSG00000069956,0,0,1,2,0.0,0.0,0.33,0.67
ENSG00000069998,0,0,3,7,0.0,0.0,0.3,0.7
ENSG00000070019,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000070081,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000070501,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000070526,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000070614,0,2,0,0,0.0,1.0,0.0,0.0
ENSG00000070669,0,0,9,4,0.0,0.0,0.69,0.31
ENSG00000070718,0,9,0,19,0.0,0.32,0.0,0.68
ENSG00000070950,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000071189,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000071242,0,0,5,1,0.0,0.0,0.83,0.17
ENSG00000071462,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000071539,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000071794,0,4,0,2,0.0,0.67,0.0,0.33
ENSG00000071967,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000072135,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000072210,0,7,0,53,0.0,0.12,0.0,0.88
ENSG00000072786,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000072954,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000073060,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000073331,0,3,6,13,0.0,0.14,0.27,0.59
ENSG00000073464,0,3,0,1,0.0,0.75,0.0,0.25
ENSG00000073536,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000073598,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000073921,0,0,9,2,0.0,0.0,0.82,0.18
ENSG00000074219,0,0,0,26,0.0,0.0,0.0,1.0
ENSG00000074356,0,2,3,6,0.0,0.18,0.27,0.55
ENSG00000074527,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000074621,0,0,5,4,0.0,0.0,0.56,0.44
ENSG00000074657,0,0,0,18,0.0,0.0,0.0,1.0
ENSG00000074660,0,0,0,14,0.0,0.0,0.0,1.0
ENSG00000074695,0,1,0,5,0.0,0.17,0.0,0.83
ENSG00000074800,0,2,0,2,0.0,0.5,0.0,0.5
ENSG00000075035,0,4,4,0,0.0,0.5,0.5,0.0
ENSG00000075142,0,0,5,14,0.0,0.0,0.26,0.74
ENSG00000075234,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000075290,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000075336,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000075388,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000075415,0,0,7,10,0.0,0.0,0.41,0.59
ENSG00000075673,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000075702,0,3,2,5,0.0,0.3,0.2,0.5
ENSG00000075785,0,5,0,2,0.0,0.71,0.0,0.29
ENSG00000075884,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000075891,0,5,0,0,0.0,1.0,0.0,0.0
ENSG00000076067,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000076641,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000076662,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000076770,0,0,5,5,0.0,0.0,0.5,0.5
ENSG00000076864,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000077092,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000077232,0,0,3,3,0.0,0.0,0.5,0.5
ENSG00000077238,0,0,6,5,0.0,0.0,0.55,0.45
ENSG00000077274,0,1,2,1,0.0,0.25,0.5,0.25
ENSG00000077327,0,7,6,6,0.0,0.37,0.32,0.32
ENSG00000077514,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000077585,0,2,0,1,0.0,0.67,0.0,0.33
ENSG00000077616,0,0,2,14,0.0,0.0,0.12,0.88
ENSG00000078018,0,7,2,21,0.0,0.23,0.07,0.7
ENSG00000078142,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000078237,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000078295,0,0,1,2,0.0,0.0,0.33,0.67
ENSG00000078369,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000078403,0,0,8,9,0.0,0.0,0.47,0.53
ENSG00000078618,0,0,3,18,0.0,0.0,0.14,0.86
ENSG00000078687,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000078795,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000078900,0,5,3,5,0.0,0.38,0.23,0.38
ENSG00000079215,0,5,0,0,0.0,1.0,0.0,0.0
ENSG00000079332,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000079691,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000079739,3,0,0,4,0.43,0.0,0.0,0.57
ENSG00000079805,0,0,0,20,0.0,0.0,0.0,1.0
ENSG00000080166,0,0,4,4,0.0,0.0,0.5,0.5
ENSG00000080503,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000080546,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000080572,0,3,0,0,0.0,1.0,0.0,0.0
ENSG00000080644,0,3,0,2,0.0,0.6,0.0,0.4
ENSG00000080802,0,2,0,7,0.0,0.22,0.0,0.78
ENSG00000081014,0,2,0,3,0.0,0.4,0.0,0.6
ENSG00000081237,0,30,6,20,0.0,0.54,0.11,0.36
ENSG00000081377,0,0,9,7,0.0,0.0,0.56,0.44
ENSG00000081665,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000081692,0,0,2,3,0.0,0.0,0.4,0.6
ENSG00000081760,0,5,1,3,0.0,0.56,0.11,0.33
ENSG00000081800,0,0,1,3,0.0,0.0,0.25,0.75
ENSG00000082074,0,0,7,3,0.0,0.0,0.7,0.3
ENSG00000082269,0,2,0,7,0.0,0.22,0.0,0.78
ENSG00000082512,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000082641,0,11,0,4,0.0,0.73,0.0,0.27
ENSG00000083544,0,0,4,1,0.0,0.0,0.8,0.2
ENSG00000083844,0,6,0,0,0.0,1.0,0.0,0.0
ENSG00000084090,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000084110,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000084453,0,16,0,23,0.0,0.41,0.0,0.59
ENSG00000084463,0,1,0,3,0.0,0.25,0.0,0.75
ENSG00000084652,0,2,0,2,0.0,0.5,0.0,0.5
ENSG00000085224,0,0,2,1,0.0,0.0,0.67,0.33
ENSG00000085265,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000085377,0,1,1,0,0.0,0.5,0.5,0.0
ENSG00000085719,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000085840,0,2,2,0,0.0,0.5,0.5,0.0
ENSG00000085978,0,0,5,17,0.0,0.0,0.23,0.77
ENSG00000085982,0,0,4,12,0.0,0.0,0.25,0.75
ENSG00000085999,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000086062,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000086544,0,1,1,4,0.0,0.17,0.17,0.67
ENSG00000086589,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000087086,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000087088,0,6,0,35,0.0,0.15,0.0,0.85
ENSG00000087916,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000088280,0,2,13,13,0.0,0.07,0.46,0.46
ENSG00000088325,0,0,2,0,0.0,0.0,1.0,0.0
ENSG00000088356,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000088448,0,0,1,4,0.0,0.0,0.2,0.8
ENSG00000088808,0,1,0,15,0.0,0.06,0.0,0.94
ENSG00000088826,0,0,5,5,0.0,0.0,0.5,0.5
ENSG00000088926,0,3,3,2,0.0,0.38,0.38,0.25
ENSG00000088930,0,0,3,0,0.0,0.0,1.0,0.0
ENSG00000089009,0,2,7,17,0.0,0.08,0.27,0.65
ENSG00000089063,0,0,7,1,0.0,0.0,0.88,0.12
ENSG00000089101,0,0,0,15,0.0,0.0,0.0,1.0
ENSG00000089157,0,14,0,13,0.0,0.52,0.0,0.48
ENSG00000089169,0,0,0,23,0.0,0.0,0.0,1.0
ENSG00000089280,0,0,0,22,0.0,0.0,0.0,1.0
ENSG00000089335,0,0,9,17,0.0,0.0,0.35,0.65
ENSG00000089351,0,0,4,19,0.0,0.0,0.17,0.83
ENSG00000089558,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000089692,0,0,2,2,0.0,0.0,0.5,0.5
ENSG00000090061,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000090263,0,0,5,4,0.0,0.0,0.56,0.44
ENSG00000090266,0,0,1,14,0.0,0.0,0.07,0.93
ENSG00000090273,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000090376,3,0,0,0,1.0,0.0,0.0,0.0
ENSG00000090382,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000090487,5,0,0,4,0.56,0.0,0.0,0.44
ENSG00000090615,0,0,10,14,0.0,0.0,0.42,0.58
ENSG00000090861,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000090905,0,0,2,15,0.0,0.0,0.12,0.88
ENSG00000090924,0,13,3,36,0.0,0.25,0.06,0.69
ENSG00000090932,0,2,0,3,0.0,0.4,0.0,0.6
ENSG00000090975,0,4,9,9,0.0,0.18,0.41,0.41
ENSG00000091039,0,0,5,2,0.0,0.0,0.71,0.29
ENSG00000091137,0,0,4,1,0.0,0.0,0.8,0.2
ENSG00000091157,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000091409,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000091428,0,10,3,1,0.0,0.71,0.21,0.07
ENSG00000091436,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000091513,0,1,2,13,0.0,0.06,0.12,0.81
ENSG00000091527,0,0,10,8,0.0,0.0,0.56,0.44
ENSG00000091542,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000091640,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000091664,0,2,0,0,0.0,1.0,0.0,0.0
ENSG00000091732,0,0,0,33,0.0,0.0,0.0,1.0
ENSG00000091947,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000091972,0,0,0,15,0.0,0.0,0.0,1.0
ENSG00000092009,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000092051,0,3,9,11,0.0,0.13,0.39,0.48
ENSG00000092094,0,0,3,10,0.0,0.0,0.23,0.77
ENSG00000092108,0,0,0,14,0.0,0.0,0.0,1.0
ENSG00000092208,0,0,6,12,0.0,0.0,0.33,0.67
ENSG00000092330,0,0,7,9,0.0,0.0,0.44,0.56
ENSG00000092345,0,2,0,1,0.0,0.67,0.0,0.33
ENSG00000092377,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000092439,0,0,5,1,0.0,0.0,0.83,0.17
ENSG00000092964,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000094796,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000094880,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000094914,0,0,8,33,0.0,0.0,0.2,0.8
ENSG00000094975,0,4,0,6,0.0,0.4,0.0,0.6
ENSG00000095002,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000095059,0,0,0,39,0.0,0.0,0.0,1.0
ENSG00000095209,0,0,2,5,0.0,0.0,0.29,0.71
ENSG00000095303,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000095383,0,11,3,6,0.0,0.55,0.15,0.3
ENSG00000095587,0,0,1,2,0.0,0.0,0.33,0.67
ENSG00000095637,0,0,0,18,0.0,0.0,0.0,1.0
ENSG00000095739,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000096063,0,5,0,1,0.0,0.83,0.0,0.17
ENSG00000096080,0,2,0,1,0.0,0.67,0.0,0.33
ENSG00000096264,0,5,0,1,0.0,0.83,0.0,0.17
ENSG00000096654,0,0,2,0,0.0,0.0,1.0,0.0
ENSG00000099139,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000099284,0,2,0,1,0.0,0.67,0.0,0.33
ENSG00000099364,0,0,5,10,0.0,0.0,0.33,0.67
ENSG00000099365,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000099385,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000099625,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000099795,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000099797,0,14,1,11,0.0,0.54,0.04,0.42
ENSG00000099869,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000100036,0,0,1,3,0.0,0.0,0.25,0.75
ENSG00000100053,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000100075,0,0,2,3,0.0,0.0,0.4,0.6
ENSG00000100077,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000100097,0,5,0,2,0.0,0.71,0.0,0.29
ENSG00000100116,0,0,4,3,0.0,0.0,0.57,0.43
ENSG00000100151,0,0,0,25,0.0,0.0,0.0,1.0
ENSG00000100167,6,0,0,10,0.38,0.0,0.0,0.62
ENSG00000100201,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000100211,0,0,0,20,0.0,0.0,0.0,1.0
ENSG00000100219,0,0,3,3,0.0,0.0,0.5,0.5
ENSG00000100220,0,2,0,10,0.0,0.17,0.0,0.83
ENSG00000100234,0,1,0,0,0.0,1.0,0.0,0.0
ENSG00000100243,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000100276,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000100284,0,0,7,4,0.0,0.0,0.64,0.36
ENSG00000100316,0,0,0,18,0.0,0.0,0.0,1.0
ENSG00000100320,1,0,0,1,0.5,0.0,0.0,0.5
ENSG00000100324,0,2,0,10,0.0,0.17,0.0,0.83
ENSG00000100330,0,0,2,13,0.0,0.0,0.13,0.87
ENSG00000100336,0,0,2,20,0.0,0.0,0.09,0.91
ENSG00000100347,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000100362,0,4,0,2,0.0,0.67,0.0,0.33
ENSG00000100399,0,2,2,2,0.0,0.33,0.33,0.33
ENSG00000100401,0,0,4,8,0.0,0.0,0.33,0.67
ENSG00000100416,0,0,0,15,0.0,0.0,0.0,1.0
ENSG00000100418,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000100450,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000100478,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000100490,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000100505,0,0,2,3,0.0,0.0,0.4,0.6
ENSG00000100519,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000100591,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000100605,0,7,0,4,0.0,0.64,0.0,0.36
ENSG00000100650,0,0,0,20,0.0,0.0,0.0,1.0
ENSG00000100652,0,0,2,0,0.0,0.0,1.0,0.0
ENSG00000100678,0,6,0,0,0.0,1.0,0.0,0.0
ENSG00000100711,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000100744,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000100764,0,3,0,1,0.0,0.75,0.0,0.25
ENSG00000100823,0,0,0,20,0.0,0.0,0.0,1.0
ENSG00000100852,0,0,4,6,0.0,0.0,0.4,0.6
ENSG00000100865,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000100938,0,0,0,22,0.0,0.0,0.0,1.0
ENSG00000100979,0,0,6,6,0.0,0.0,0.5,0.5
ENSG00000100983,0,0,3,3,0.0,0.0,0.5,0.5
